INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Septiembre '24;11/9/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Septiembre '24;26/9/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Septiembre '24;20/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;19/9/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Noviembre '24;28/11/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Noviembre '24;27/11/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Noviembre '24;28/11/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Octubre '24;24/10/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Octubre '24;24/10/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Octubre '24;1/10/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Diciembre '24;4/12/2024;Portasobres;Unidades;3.00;0.00;8475.00
Octubre '24;5/10/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Septiembre '24;6/9/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;10/9/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;21/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;20/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Octubre '24;10/10/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;28/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;26/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Septiembre '24;22/9/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;18/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;17/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;6/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;27/9/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;27/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;21/9/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Septiembre '24;13/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Septiembre '24;9/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;21/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;18/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;13/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Septiembre '24;4/9/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;19/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;4/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;6/9/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Septiembre '24;10/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;24/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;16/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;1/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;23/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;17/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;15/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;13/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;21/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;1/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;2/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;18/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;14/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;14/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;13/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;1/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;4/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;5/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;7/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;26/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;24/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;23/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;23/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;14/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;14/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;1/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;2/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;2/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;5/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;5/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;13/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;5/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;6/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;11/9/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Septiembre '24;26/9/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Septiembre '24;20/9/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;21/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Septiembre '24;6/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;7/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;7/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;8/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;8/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;9/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;16/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;13/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;8/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;24/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;22/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;19/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;18/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;22/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;19/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Mayo '24;2/5/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;3/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;21/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;17/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Junio '24;2/6/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Junio '24;2/6/2024;Portasobres;Unidades;1.00;0.00;2825.00
Mayo '24;3/5/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;3/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;3/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Mayo '24;4/5/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;4/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;17/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;13/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;1/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;4/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;5/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;8/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;9/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;11/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;26/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;24/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;23/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;16/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Julio '24;13/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;7/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;19/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;7/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;22/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Julio '24;19/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;7/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;7/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;7/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;8/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Julio '24;9/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;10/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Mayo '24;25/5/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Abril '24;14/4/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Marzo '24;18/3/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Febrero '24;13/2/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Enero '24;25/1/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Enero '24;24/1/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;24/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;22/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;18/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;21/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;17/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;17/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Mayo '24;2/5/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;8/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;9/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;9/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Julio '24;9/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;9/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;11/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;11/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Abril '24;14/4/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;13/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;1/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;2/5/2024;Portasobres;Unidades;4.00;0.00;11300.00
Junio '24;2/6/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Mayo '24;3/5/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Mayo '24;3/5/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Mayo '24;4/5/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;4/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;4/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;4/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Junio '24;5/6/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;5/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;9/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Abril '24;11/4/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Febrero '24;18/2/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Febrero '24;10/2/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Enero '24;11/1/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Abril '24;11/4/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;11/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Febrero '24;12/2/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Febrero '24;16/2/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Junio '24;5/6/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Mayo '24;25/5/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Mayo '24;4/5/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;10/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;10/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;24/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;20/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;16/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;6/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Marzo '24;18/3/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Febrero '24;18/2/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Febrero '24;16/2/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Febrero '24;10/2/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Febrero '24;13/2/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Enero '24;25/1/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Enero '24;24/1/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Noviembre '24;28/11/2024;Portasobres;Unidades;1.00;0.00;2825.00
Noviembre '24;27/11/2024;Portasobres;Unidades;2.00;0.00;5650.00
Noviembre '24;28/11/2024;Portasobres;Unidades;2.00;0.00;5650.00
Octubre '24;24/10/2024;Portasobres;Unidades;2.00;0.00;5650.00
Octubre '24;24/10/2024;Portasobres;Unidades;5.00;0.00;14125.00
Octubre '24;1/10/2024;Portasobres;Unidades;2.00;0.00;5650.00
Octubre '24;5/10/2024;Portasobres;Unidades;1.00;0.00;2825.00
Octubre '24;10/10/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;28/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;26/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;22/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;18/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;17/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;6/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;9/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;12/9/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;27/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;21/9/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;27/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;27/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;21/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;13/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;12/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;27/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;21/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;21/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;18/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;13/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;10/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;11/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;26/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;20/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;19/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;10/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;24/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;21/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;20/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;16/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;6/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;8/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;8/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;17/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;15/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;21/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;18/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;8/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;23/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;17/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;15/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;13/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;21/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;18/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;14/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;14/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;11/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;26/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;24/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;23/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;16/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;13/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;24/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;22/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;19/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;18/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Junio '24;5/6/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;7/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;9/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Abril '24;14/4/2024;Portasobres;Unidades;5.00;0.00;14125.00
Febrero '24;10/2/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;10/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;10/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Enero '24;11/1/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;11/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;11/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;22/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;19/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;21/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;17/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;17/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Enero '24;11/1/2024;Portasobres;Unidades;1.00;0.00;2825.00
Abril '24;11/4/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;11/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;11/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Febrero '24;12/2/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Mayo '24;25/5/2024;Portasobres;Unidades;1.00;0.00;2825.00
Marzo '24;18/3/2024;Portasobres;Unidades;3.00;0.00;8475.00
Febrero '24;18/2/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;12/2/2024;Portasobres;Unidades;4.00;0.00;11300.00
Febrero '24;16/2/2024;Portasobres;Unidades;2.00;0.00;5650.00
Febrero '24;13/2/2024;Portasobres;Unidades;1.00;0.00;2825.00
Enero '24;25/1/2024;Portasobres;Unidades;5.00;0.00;14125.00
Enero '24;24/1/2024;Portasobres;Unidades;4.00;0.00;11300.00
;;;;;;
RESUMEN;;;;;;
Total Kilos c/Cargo;0.00;;;;;
Facturación Total;0.00;;;;;
