INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Septiembre '24;13/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;2/9/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Septiembre '24;2/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;2/9/2024;Te Green Hills;Sobres;3;0;9000.00
Septiembre '24;4/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;4/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;4/9/2024;Te Green Hills;Sobres;2;0;6000.00
Septiembre '24;10/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;10/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;10/9/2024;Te Green Hills;Sobres;2;0;6000.00
Septiembre '24;11/9/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Septiembre '24;11/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;11/9/2024;Te Green Hills;Sobres;1;0;3000.00
Septiembre '24;25/9/2024;Te Green Hills;Sobres;1;0;3000.00
Septiembre '24;25/9/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Septiembre '24;25/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;24/9/2024;Te Green Hills;Sobres;5;0;15000.00
Septiembre '24;24/9/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Septiembre '24;24/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;21/9/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Septiembre '24;21/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;21/9/2024;Te Green Hills;Sobres;1;0;3000.00
Septiembre '24;20/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;20/9/2024;Te Green Hills;Sobres;4;0;12000.00
Septiembre '24;20/9/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Septiembre '24;19/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;19/9/2024;Te Green Hills;Sobres;3;0;9000.00
Septiembre '24;19/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;15/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;15/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;15/9/2024;Te Green Hills;Sobres;1;0;3000.00
Septiembre '24;8/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;11/9/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Septiembre '24;11/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;11/9/2024;Te Green Hills;Sobres;3;0;9000.00
Septiembre '24;25/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;25/9/2024;Te Green Hills;Sobres;5;0;15000.00
Septiembre '24;25/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;5/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;5/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;5/9/2024;Te Green Hills;Sobres;3;0;9000.00
Septiembre '24;8/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;8/9/2024;Te Green Hills;Sobres;1;0;3000.00
Septiembre '24;10/9/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Septiembre '24;10/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;10/9/2024;Te Green Hills;Sobres;5;0;15000.00
Septiembre '24;12/9/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Septiembre '24;12/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;12/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;12/9/2024;Portasobres;Unidades;1;0;2825.00
Septiembre '24;12/9/2024;Te Green Hills;Sobres;3;0;9000.00
Septiembre '24;12/9/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;28/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;28/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Agosto '24;28/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;25/8/2024;Te Green Hills;Sobres;1;0;3000.00
Agosto '24;25/8/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Agosto '24;25/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;24/8/2024;Te Green Hills;Sobres;5;0;15000.00
Agosto '24;24/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;24/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;14/8/2024;Te Green Hills;Sobres;1;0;3000.00
Agosto '24;14/8/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Agosto '24;14/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;5/8/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Agosto '24;5/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;5/8/2024;Te Green Hills;Sobres;2;0;6000.00
Agosto '24;10/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Agosto '24;10/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;10/8/2024;Te Green Hills;Sobres;4;0;12000.00
Agosto '24;28/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Agosto '24;28/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;28/8/2024;Te Green Hills;Sobres;1;0;3000.00
Agosto '24;21/8/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Agosto '24;21/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;21/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;20/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Agosto '24;20/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;20/8/2024;Te Green Hills;Sobres;1;0;3000.00
Agosto '24;19/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;19/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;19/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;4/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Agosto '24;4/8/2024;Te Green Hills;Sobres;1;0;3000.00
Agosto '24;9/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;9/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;9/8/2024;Te Green Hills;Sobres;4;0;12000.00
Agosto '24;10/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;10/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;10/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;10/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;10/8/2024;Te Green Hills;Sobres;4;0;12000.00
Agosto '24;10/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;27/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;27/8/2024;Te Green Hills;Sobres;5;0;15000.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Agosto '24;24/8/2024;Te Green Hills;Sobres;2;0;6000.00
Agosto '24;24/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;24/8/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Agosto '24;15/8/2024;Te Green Hills;Sobres;4;0;12000.00
Agosto '24;15/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;15/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Agosto '24;2/8/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Agosto '24;2/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;2/8/2024;Te Green Hills;Sobres;5;0;15000.00
Agosto '24;3/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;3/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;3/8/2024;Te Green Hills;Sobres;5;0;15000.00
Agosto '24;4/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;25/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;25/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;25/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;15/8/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Agosto '24;15/8/2024;Te Green Hills;Sobres;5;0;15000.00
Agosto '24;15/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;14/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;14/8/2024;Te Green Hills;Sobres;4;0;12000.00
Agosto '24;14/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;5/7/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;5/8/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Agosto '24;5/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;5/8/2024;Te Green Hills;Sobres;4;0;12000.00
Agosto '24;6/8/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Agosto '24;6/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;6/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;7/8/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Agosto '24;7/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;7/8/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;28/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;28/7/2024;Te Green Hills;Sobres;5;0;15000.00
Julio '24;28/7/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Julio '24;26/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;26/7/2024;Te Green Hills;Sobres;1;0;3000.00
Julio '24;26/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;16/7/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Julio '24;16/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;16/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;14/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;14/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;14/7/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Julio '24;4/7/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Julio '24;4/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;4/7/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;5/7/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Julio '24;5/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;28/7/2024;Te Green Hills;Sobres;1;0;3000.00
Julio '24;28/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;28/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;26/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;26/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;26/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;18/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;18/7/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;18/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;5/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;5/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;5/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;6/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;6/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;6/7/2024;Te Green Hills;Sobres;1;0;3000.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;7/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;7/7/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;28/7/2024;Te Green Hills;Sobres;1;0;3000.00
Julio '24;28/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;28/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;27/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;27/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;27/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;17/7/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Julio '24;17/7/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;17/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;2/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;2/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;2/7/2024;Te Green Hills;Sobres;4;0;12000.00
Febrero '24;3/2/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;3/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;3/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;3/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;27/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;27/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;27/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;19/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;19/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;19/7/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;1/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;1/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;1/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;2/7/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Julio '24;2/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;2/7/2024;Te Green Hills;Sobres;5;0;15000.00
Mayo '24;3/5/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;6/7/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Julio '24;6/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;6/7/2024;Te Green Hills;Sobres;5;0;15000.00
Junio '24;9/6/2024;Portasobres;Unidades;4;0;11300.00
Junio '24;9/6/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;10/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;10/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;10/7/2024;Te Green Hills;Sobres;3;0;9000.00
Junio '24;20/6/2024;Portasobres;Unidades;2;0;5650.00
Junio '24;20/6/2024;Te Green Hills;Sobres;2;0;6000.00
Junio '24;20/6/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Junio '24;9/6/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Mayo '24;27/5/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Mayo '24;27/5/2024;Te Green Hills;Sobres;2;0;6000.00
Mayo '24;27/5/2024;Portasobres;Unidades;3;0;8475.00
Mayo '24;19/5/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Mayo '24;19/5/2024;Te Green Hills;Sobres;5;0;15000.00
Mayo '24;19/5/2024;Portasobres;Unidades;2;0;5650.00
Febrero '24;3/2/2024;Portasobres;Unidades;2;0;5650.00
Febrero '24;3/2/2024;Te Green Hills;Sobres;4;0;12000.00
Mayo '24;3/5/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Mayo '24;3/5/2024;Te Green Hills;Sobres;2;0;6000.00
Febrero '24;4/2/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Febrero '24;4/2/2024;Portasobres;Unidades;5;0;14125.00
Febrero '24;4/2/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;8/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;8/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;8/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;10/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;10/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;10/7/2024;Te Green Hills;Sobres;2;0;6000.00
Febrero '24;11/2/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Febrero '24;11/2/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Febrero '24;11/2/2024;Portasobres;Unidades;3;0;8475.00
Febrero '24;11/2/2024;Portasobres;Unidades;5;0;14125.00
Febrero '24;11/2/2024;Te Green Hills;Sobres;2;0;6000.00
Febrero '24;11/2/2024;Te Green Hills;Sobres;3;0;9000.00
Abril '24;11/4/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Abril '24;11/4/2024;Portasobres;Unidades;1;0;2825.00
Abril '24;11/4/2024;Te Green Hills;Sobres;2;0;6000.00
Mayo '24;11/5/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Mayo '24;11/5/2024;Portasobres;Unidades;2;0;5650.00
Mayo '24;11/5/2024;Te Green Hills;Sobres;1;0;3000.00
Abril '24;12/4/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Abril '24;12/4/2024;Portasobres;Unidades;1;0;2825.00
Abril '24;12/4/2024;Te Green Hills;Sobres;2;0;6000.00
Marzo '24;15/3/2024;Portasobres;Unidades;4;0;11300.00
Marzo '24;15/3/2024;Te Green Hills;Sobres;2;0;6000.00
Marzo '24;15/3/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Febrero '24;17/2/2024;Te Green Hills;Sobres;5;0;15000.00
Febrero '24;17/2/2024;Portasobres;Unidades;5;0;14125.00
Febrero '24;17/2/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Enero '24;28/1/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Enero '24;28/1/2024;Te Green Hills;Sobres;5;0;15000.00
Enero '24;28/1/2024;Portasobres;Unidades;1;0;2825.00
Enero '24;21/1/2024;Te Green Hills;Sobres;2;0;6000.00
Enero '24;21/1/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Enero '24;21/1/2024;Portasobres;Unidades;3;0;8475.00
Enero '24;12/1/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Enero '24;12/1/2024;Portasobres;Unidades;2;0;5650.00
Enero '24;12/1/2024;Te Green Hills;Sobres;4;0;12000.00
RESUMEN DE KILOS;;;;;;
Total Kilos Facturados;0.00;;;;;
Total Kilos Bonificados;0.00;;;;;
Precio Total Kilos;0.00;;;;;
