INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Agosto '24;16/8/2024;Cafe Santos;Kilo;0;3;0.00
Agosto '24;16/8/2024;Te Green Hills;Sobres;2;0;6000.00
Agosto '24;16/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;3/8/2024;Cafe Santos;Kilo;0;5;0.00
Agosto '24;3/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;3/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;26/8/2024;Te Green Hills;Sobres;4;0;12000.00
Agosto '24;26/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;26/8/2024;Cafe Santos;Kilo;0;1;0.00
Agosto '24;24/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;24/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;24/8/2024;Cafe Santos;Kilo;0;4;0.00
Agosto '24;21/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;21/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;21/8/2024;Cafe Santos;Kilo;0;3;0.00
Agosto '24;18/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;18/8/2024;Cafe Santos;Kilo;0;2;0.00
Agosto '24;18/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;14/8/2024;Cafe Santos;Kilo;0;1;0.00
Agosto '24;14/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;14/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;1/8/2024;Cafe Santos;Kilo;0;4;0.00
Agosto '24;1/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;1/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;3/8/2024;Cafe Santos;Kilo;0;1;0.00
Agosto '24;3/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;3/8/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;4/7/2024;Te Green Hills;Sobres;4;0;12000.00
Agosto '24;6/8/2024;Cafe Santos;Kilo;0;5;0.00
Agosto '24;6/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;6/8/2024;Te Green Hills;Sobres;1;0;3000.00
Julio '24;7/7/2024;Cafe Santos;Kilo;0;1;0.00
Julio '24;7/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;7/7/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;9/8/2024;Cafe Santos;Kilo;0;3;0.00
Agosto '24;9/8/2024;Cafe Santos;Kilo;0;3;0.00
Agosto '24;9/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;9/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;9/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;9/8/2024;Te Green Hills;Sobres;3;0;9000.00
Agosto '24;11/8/2024;Cafe Santos;Kilo;0;1;0.00
Agosto '24;11/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;11/8/2024;Te Green Hills;Sobres;2;0;6000.00
Agosto '24;24/8/2024;Cafe Santos;Kilo;0;2;0.00
Agosto '24;24/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;24/8/2024;Te Green Hills;Sobres;5;0;15000.00
Agosto '24;14/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;14/8/2024;Cafe Santos;Kilo;0;1;0.00
Agosto '24;14/8/2024;Te Green Hills;Sobres;1;0;3000.00
Julio '24;28/7/2024;Cafe Santos;Kilo;0;1;0.00
Julio '24;28/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;28/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;24/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;24/7/2024;Cafe Santos;Kilo;0;5;0.00
Julio '24;24/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;23/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;23/7/2024;Cafe Santos;Kilo;0;5;0.00
Julio '24;23/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;3/7/2024;Cafe Santos;Kilo;0;3;0.00
Julio '24;3/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;3/7/2024;Te Green Hills;Sobres;5;0;15000.00
Julio '24;4/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;4/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;27/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;27/7/2024;Te Green Hills;Sobres;5;0;15000.00
Julio '24;27/7/2024;Cafe Santos;Kilo;0;2;0.00
Julio '24;24/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;24/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;24/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;15/7/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;15/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;15/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;4/7/2024;Cafe Santos;Kilo;0;5;0.00
Julio '24;4/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;4/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;7/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;7/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;7/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;7/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;7/7/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;7/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;9/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;9/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;9/7/2024;Te Green Hills;Sobres;5;0;15000.00
Julio '24;24/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;24/7/2024;Cafe Santos;Kilo;0;5;0.00
Julio '24;24/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;23/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;23/7/2024;Cafe Santos;Kilo;0;2;0.00
Julio '24;23/7/2024;Te Green Hills;Sobres;5;0;15000.00
Julio '24;23/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;23/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;23/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;23/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;23/7/2024;Cafe Santos;Kilo;0;5;0.00
Julio '24;23/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;17/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;17/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;17/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;11/7/2024;Cafe Santos;Kilo;0;2;0.00
Julio '24;11/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;11/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;22/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;22/7/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;22/7/2024;Cafe Santos;Kilo;0;5;0.00
Julio '24;14/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;14/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;14/7/2024;Cafe Santos;Kilo;0;1;0.00
Julio '24;13/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;13/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;13/7/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;13/7/2024;Te Green Hills;Sobres;2;0;6000.00
Julio '24;13/7/2024;Cafe Santos;Kilo;0;1;0.00
Julio '24;13/7/2024;Portasobres;Unidades;5;0;14125.00
Junio '24;2/6/2024;Cafe Santos;Kilo;0;2;0.00
Junio '24;2/6/2024;Portasobres;Unidades;3;0;8475.00
Junio '24;2/6/2024;Te Green Hills;Sobres;2;0;6000.00
Junio '24;4/6/2024;Cafe Santos;Kilo;0;5;0.00
Junio '24;4/6/2024;Portasobres;Unidades;1;0;2825.00
Junio '24;4/6/2024;Te Green Hills;Sobres;3;0;9000.00
Julio '24;10/7/2024;Cafe Santos;Kilo;0;4;0.00
Julio '24;10/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;10/7/2024;Te Green Hills;Sobres;5;0;15000.00
Mayo '24;11/5/2024;Cafe Santos;Kilo;0;1;0.00
Mayo '24;11/5/2024;Cafe Santos;Kilo;0;5;0.00
Mayo '24;11/5/2024;Portasobres;Unidades;5;0;14125.00
Mayo '24;11/5/2024;Te Green Hills;Sobres;1;0;3000.00
Mayo '24;11/5/2024;Te Green Hills;Sobres;4;0;12000.00
Julio '24;11/7/2024;Cafe Santos;Kilo;0;2;0.00
Julio '24;11/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;11/7/2024;Te Green Hills;Sobres;2;0;6000.00
Mayo '24;23/5/2024;Portasobres;Unidades;1;0;2825.00
Mayo '24;23/5/2024;Cafe Santos;Kilo;0;1;0.00
Mayo '24;23/5/2024;Te Green Hills;Sobres;1;0;3000.00
Mayo '24;4/5/2024;Cafe Santos;Kilo;0;2;0.00
Mayo '24;4/5/2024;Portasobres;Unidades;5;0;14125.00
Mayo '24;4/5/2024;Te Green Hills;Sobres;3;0;9000.00
Mayo '24;11/5/2024;Portasobres;Unidades;1;0;2825.00
Abril '24;25/4/2024;Portasobres;Unidades;2;0;5650.00
Abril '24;25/4/2024;Te Green Hills;Sobres;3;0;9000.00
Abril '24;25/4/2024;Cafe Santos;Kilo;0;4;0.00
Abril '24;17/4/2024;Portasobres;Unidades;3;0;8475.00
Abril '24;17/4/2024;Te Green Hills;Sobres;5;0;15000.00
Abril '24;17/4/2024;Cafe Santos;Kilo;0;4;0.00
Febrero '24;2/2/2024;Cafe Santos;Kilo;0;1;0.00
Febrero '24;2/2/2024;Portasobres;Unidades;1;0;2825.00
Febrero '24;2/2/2024;Te Green Hills;Sobres;4;0;12000.00
Febrero '24;7/2/2024;Cafe Santos;Kilo;0;3;0.00
Febrero '24;7/2/2024;Portasobres;Unidades;5;0;14125.00
Febrero '24;7/2/2024;Te Green Hills;Sobres;3;0;9000.00
Enero '24;10/1/2024;Cafe Santos;Kilo;0;1;0.00
Enero '24;10/1/2024;Portasobres;Unidades;3;0;8475.00
Enero '24;10/1/2024;Te Green Hills;Sobres;1;0;3000.00
Enero '24;11/1/2024;Cafe Santos;Kilo;0;2;0.00
Enero '24;11/1/2024;Te Green Hills;Sobres;1;0;3000.00
Marzo '24;11/3/2024;Cafe Santos;Kilo;0;1;0.00
Marzo '24;11/3/2024;Portasobres;Unidades;1;0;2825.00
Marzo '24;11/3/2024;Te Green Hills;Sobres;1;0;3000.00
Febrero '24;26/2/2024;Cafe Santos;Kilo;0;3;0.00
Febrero '24;26/2/2024;Te Green Hills;Sobres;3;0;9000.00
Febrero '24;26/2/2024;Portasobres;Unidades;3;0;8475.00
Febrero '24;14/2/2024;Portasobres;Unidades;2;0;5650.00
Febrero '24;14/2/2024;Te Green Hills;Sobres;4;0;12000.00
Febrero '24;14/2/2024;Cafe Santos;Kilo;0;4;0.00
Febrero '24;8/2/2024;Cafe Santos;Kilo;0;2;0.00
Febrero '24;8/2/2024;Portasobres;Unidades;1;0;2825.00
Febrero '24;8/2/2024;Te Green Hills;Sobres;4;0;12000.00
Enero '24;20/1/2024;Te Green Hills;Sobres;5;0;15000.00
Enero '24;20/1/2024;Cafe Santos;Kilo;0;2;0.00
Enero '24;20/1/2024;Portasobres;Unidades;3;0;8475.00
Enero '24;11/1/2024;Portasobres;Unidades;3;0;8475.00
