INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Julio '24;16/7/2024;Cafe Mezcla;Kilo;0;4;0.00
Julio '24;2/7/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Julio '24;2/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;4/7/2024;Cafe Mezcla;Kilo;0;4;0.00
Julio '24;19/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;4/7/2024;Cafe Mezcla;Kilo;0;1;0.00
Julio '24;4/7/2024;Cafe Mezcla;Kilo;0;4;0.00
Julio '24;4/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;7/7/2024;Cafe Mezcla;Kilo;0;3;0.00
Julio '24;7/7/2024;Cafe Mezcla;Kilo;0;4;0.00
Junio '24;28/6/2024;Cafe Mezcla;Kilo;0;2;0.00
Junio '24;19/6/2024;Cafe Mezcla;Kilo;0;4;0.00
Mayo '24;28/5/2024;Cafe Mezcla;Kilo;0;4;0.00
Mayo '24;13/5/2024;Cafe Mezcla;Kilo;0;5;0.00
Mayo '24;5/5/2024;Cafe Mezcla;Kilo;0;3;0.00
Abril '24;20/4/2024;Cafe Mezcla;Kilo;0;4;0.00
Abril '24;2/4/2024;Cafe Mezcla;Kilo;0;1;0.00
Marzo '24;19/3/2024;Cafe Mezcla;Kilo;0;4;0.00
Febrero '24;26/2/2024;Cafe Mezcla;Kilo;0;1;0.00
Febrero '24;1/2/2024;Cafe Mezcla;Kilo;0;4;0.00
Enero '24;2/1/2024;Cafe Mezcla;Kilo;0;1;0.00
Enero '24;2/1/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Febrero '24;4/2/2024;Cafe Mezcla;Kilo;0;2;0.00
Julio '24;19/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;16/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;4/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;4/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;4/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;4/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;4/7/2024;Portasobres;Unidades;5;0;14125.00
Mayo '24;5/5/2024;Cafe Mezcla;Kilo;0;3;0.00
Enero '24;21/1/2024;Cafe Mezcla;Kilo;0;1;0.00
Mayo '24;5/5/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Abril '24;20/4/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Abril '24;2/4/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Febrero '24;6/2/2024;Cafe Mezcla;Kilo;0;5;0.00
Febrero '24;12/2/2024;Cafe Mezcla;Kilo;0;3;0.00
Enero '24;13/1/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;3/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;15/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;3/7/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;6/8/2024;Cafe Mezcla;Kilo;0;2;0.00
Julio '24;9/7/2024;Cafe Mezcla;Kilo;0;1;0.00
Agosto '24;10/8/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Julio '24;22/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;19/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;9/7/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Agosto '24;16/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;8/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;10/8/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;28/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;27/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;22/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;19/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;9/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;10/7/2024;Cafe Mezcla;Kilo;0;1;0.00
Julio '24;12/7/2024;Cafe Mezcla;Kilo;0;3;0.00
Julio '24;27/7/2024;Cafe Mezcla;Kilo;0;1;0.00
Julio '24;24/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;19/7/2024;Cafe Mezcla;Kilo;0;3;0.00
Septiembre '24;27/9/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Septiembre '24;20/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;20/9/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Septiembre '24;16/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;26/9/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Septiembre '24;21/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;20/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;1/9/2024;Portasobres;Unidades;1;0;2825.00
Septiembre '24;5/9/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Septiembre '24;5/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;9/9/2024;Cafe Mezcla;Kilo;0;4;0.00
Septiembre '24;9/9/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Septiembre '24;19/9/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Septiembre '24;6/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;6/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;9/9/2024;Portasobres;Unidades;1;0;2825.00
Septiembre '24;10/9/2024;Cafe Mezcla;Kilo;0;4;0.00
Septiembre '24;10/9/2024;Cafe Mezcla;Kilo;0;2;0.00
Septiembre '24;10/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;11/9/2024;Cafe Mezcla;Kilo;0;2;0.00
Septiembre '24;19/9/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Septiembre '24;13/9/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Septiembre '24;10/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;24/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;11/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;11/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;24/9/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Septiembre '24;20/9/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Septiembre '24;19/9/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Septiembre '24;17/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;11/9/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;22/8/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Agosto '24;21/8/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Agosto '24;15/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Agosto '24;7/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;10/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Agosto '24;20/8/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Agosto '24;17/8/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Agosto '24;16/8/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Agosto '24;13/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Agosto '24;1/8/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Agosto '24;24/8/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Agosto '24;6/8/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Agosto '24;7/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;10/8/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Agosto '24;26/8/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;28/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;20/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;17/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;10/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Julio '24;19/7/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Julio '24;10/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;12/7/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Julio '24;27/7/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Julio '24;24/7/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Julio '24;16/7/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Junio '24;28/6/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Junio '24;19/6/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Mayo '24;28/5/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Mayo '24;5/5/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Mayo '24;13/5/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Marzo '24;19/3/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Febrero '24;26/2/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Febrero '24;1/2/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Julio '24;28/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;20/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;17/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;15/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;12/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;27/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;24/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;19/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;16/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;19/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;16/7/2024;Portasobres;Unidades;3;0;8475.00
Mayo '24;5/5/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;7/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;7/7/2024;Portasobres;Unidades;4;0;11300.00
Junio '24;28/6/2024;Portasobres;Unidades;1;0;2825.00
Junio '24;19/6/2024;Portasobres;Unidades;1;0;2825.00
Mayo '24;28/5/2024;Portasobres;Unidades;2;0;5650.00
Mayo '24;13/5/2024;Portasobres;Unidades;2;0;5650.00
Febrero '24;1/2/2024;Portasobres;Unidades;1;0;2825.00
Abril '24;2/4/2024;Portasobres;Unidades;3;0;8475.00
Febrero '24;4/2/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Febrero '24;4/2/2024;Portasobres;Unidades;1;0;2825.00
Mayo '24;5/5/2024;Portasobres;Unidades;4;0;11300.00
Febrero '24;6/2/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Febrero '24;12/2/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Enero '24;21/1/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Enero '24;13/1/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Diciembre '24;27/12/2024;Portasobres;Unidades;4;0;11300.00
Noviembre '24;17/11/2024;Portasobres;Unidades;1;0;2825.00
Noviembre '24;16/11/2024;Portasobres;Unidades;1;0;2825.00
Noviembre '24;1/11/2024;Portasobres;Unidades;3;0;8475.00
Octubre '24;23/10/2024;Portasobres;Unidades;1;0;2825.00
Octubre '24;21/10/2024;Portasobres;Unidades;2;0;5650.00
Octubre '24;5/10/2024;Portasobres;Unidades;2;0;5650.00
Octubre '24;5/10/2024;Portasobres;Unidades;4;0;11300.00
Octubre '24;8/10/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;27/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;20/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;20/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;16/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;10/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;26/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;19/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;19/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;13/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;10/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;24/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;21/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;20/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;11/9/2024;Portasobres;Unidades;1;0;2825.00
Septiembre '24;11/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;24/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;20/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;19/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;17/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;11/9/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;27/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;22/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;21/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;15/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;27/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;20/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;17/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;16/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;13/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;1/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;6/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;10/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;26/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;24/8/2024;Portasobres;Unidades;5;0;14125.00
Abril '24;20/4/2024;Portasobres;Unidades;3;0;8475.00
Marzo '24;19/3/2024;Portasobres;Unidades;3;0;8475.00
Febrero '24;26/2/2024;Portasobres;Unidades;3;0;8475.00
Enero '24;2/1/2024;Portasobres;Unidades;2;0;5650.00
Febrero '24;6/2/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;6/8/2024;Portasobres;Unidades;3;0;8475.00
Febrero '24;12/2/2024;Portasobres;Unidades;5;0;14125.00
Enero '24;21/1/2024;Portasobres;Unidades;3;0;8475.00
Enero '24;13/1/2024;Portasobres;Unidades;2;0;5650.00
RESUMEN DE KILOS;;;;;;
Total Kilos Facturados;0.00;;;;;
Total Kilos Bonificados;318.00;;;;;
Precio Total Kilos;0.00;;;;;
