INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Septiembre '24;11/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Septiembre '24;11/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;12/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;12/8/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Agosto '24;12/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Agosto '24;28/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;17/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;27/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;27/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;25/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;20/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;16/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;26/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;15/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;3/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;12/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;23/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;10/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Diciembre '24;28/12/2024;Portasobres;Unidades;2.00;0.00;5650.00
Noviembre '24;24/11/2024;Portasobres;Unidades;2.00;0.00;5650.00
Noviembre '24;8/11/2024;Portasobres;Unidades;5.00;0.00;14125.00
Noviembre '24;11/11/2024;Portasobres;Unidades;3.00;0.00;8475.00
Octubre '24;28/10/2024;Portasobres;Unidades;1.00;0.00;2825.00
Octubre '24;16/10/2024;Portasobres;Unidades;5.00;0.00;14125.00
Octubre '24;18/10/2024;Portasobres;Unidades;5.00;0.00;14125.00
Octubre '24;17/10/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;28/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;22/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;15/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;27/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;25/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;15/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;14/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;14/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;27/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;26/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;25/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;23/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;11/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;26/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;13/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;13/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Mayo '24;3/5/2024;Portasobres;Unidades;1.00;0.00;2825.00
Mayo '24;6/5/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Abril '24;25/4/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;15/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;14/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;23/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;22/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;21/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Julio '24;19/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;1/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Enero '24;2/1/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;19/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;17/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;13/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;13/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;2/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Febrero '24;3/2/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Mayo '24;3/5/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Agosto '24;8/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;27/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;24/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Julio '24;22/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;15/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;4/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;26/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;24/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;11/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Junio '24;22/6/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Junio '24;12/6/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Mayo '24;16/5/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Mayo '24;16/5/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Febrero '24;3/2/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Mayo '24;3/5/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;4/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Marzo '24;5/3/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;5/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;5/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Mayo '24;6/5/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Abril '24;7/4/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Febrero '24;27/2/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;5/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;5/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Julio '24;22/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;19/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Abril '24;25/4/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Enero '24;2/1/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Marzo '24;5/3/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;5/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;6/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Febrero '24;8/2/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;12/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;22/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;16/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;6/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;12/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;26/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;17/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Febrero '24;27/2/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;9/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;10/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;11/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;11/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;12/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;12/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;12/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;28/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;17/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;12/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;27/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;27/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;25/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;20/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;16/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;12/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;26/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;23/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;15/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;12/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;19/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;17/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;13/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;13/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;2/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;8/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;12/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;27/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;24/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;22/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;15/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;26/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;24/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;22/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;16/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;6/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;12/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;26/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;22/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;19/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;17/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;15/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;14/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;23/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;22/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;21/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;19/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;1/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;6/5/2024;Portasobres;Unidades;4.00;0.00;11300.00
Abril '24;7/4/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Enero '24;10/1/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Enero '24;10/1/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;11/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Junio '24;22/6/2024;Portasobres;Unidades;3.00;0.00;8475.00
Junio '24;12/6/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;16/5/2024;Portasobres;Unidades;2.00;0.00;5650.00
Mayo '24;16/5/2024;Portasobres;Unidades;4.00;0.00;11300.00
Abril '24;25/4/2024;Portasobres;Unidades;5.00;0.00;14125.00
Enero '24;2/1/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;3/2/2024;Portasobres;Unidades;2.00;0.00;5650.00
Marzo '24;5/3/2024;Portasobres;Unidades;4.00;0.00;11300.00
Abril '24;7/4/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;8/2/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Enero '24;10/1/2024;Portasobres;Unidades;4.00;0.00;11300.00
Febrero '24;10/2/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Enero '24;11/1/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Enero '24;11/1/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Enero '24;11/1/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;11/2/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Febrero '24;11/2/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Febrero '24;27/2/2024;Portasobres;Unidades;2.00;0.00;5650.00
Febrero '24;8/2/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;10/2/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Febrero '24;10/2/2024;Portasobres;Unidades;3.00;0.00;8475.00
Febrero '24;11/2/2024;Portasobres;Unidades;4.00;0.00;11300.00
;;;;;;
RESUMEN;;;;;;
Total Kilos c/Cargo;305.00;;;;;
Facturación Total;0.00;;;;;
