INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Septiembre '24;16/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;14/9/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;14/9/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;1/9/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Agosto '24;7/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Agosto '24;11/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Agosto '24;16/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;27/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;19/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;13/7/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;11/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;11/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;26/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;24/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;16/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;15/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;2/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;6/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;22/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;21/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;19/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;18/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;15/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;11/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;20/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;15/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Mayo '24;4/5/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Abril '24;13/4/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Febrero '24;18/2/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Febrero '24;1/2/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Enero '24;21/1/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Enero '24;16/1/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Diciembre '24;28/12/2024;Portasobres;Unidades;2.00;0.00;5650.00
Noviembre '24;26/11/2024;Portasobres;Unidades;3.00;0.00;8475.00
Noviembre '24;19/11/2024;Portasobres;Unidades;1.00;0.00;2825.00
Noviembre '24;20/11/2024;Portasobres;Unidades;3.00;0.00;8475.00
Octubre '24;27/10/2024;Portasobres;Unidades;2.00;0.00;5650.00
Octubre '24;1/10/2024;Portasobres;Unidades;5.00;0.00;14125.00
Octubre '24;6/10/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;23/9/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;15/9/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;10/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;25/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;21/9/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;19/9/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;17/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;5/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;5/9/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;23/9/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;15/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;13/9/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Octubre '24;6/10/2024;Portasobres;Unidades;2.00;0.00;5650.00
Octubre '24;6/10/2024;Portasobres;Unidades;4.00;0.00;11300.00
Octubre '24;10/10/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;27/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;23/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;19/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;15/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;10/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;25/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;21/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;19/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;1/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;1/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;5/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;23/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;23/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Febrero '24;1/2/2024;Portasobres;Unidades;2.00;0.00;5650.00
Febrero '24;1/2/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Agosto '24;1/8/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Febrero '24;2/2/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Febrero '24;2/2/2024;Portasobres;Unidades;3.00;0.00;8475.00
Febrero '24;2/2/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Agosto '24;2/8/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Mayo '24;4/5/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;4/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;4/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Febrero '24;5/2/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Febrero '24;5/2/2024;Portasobres;Unidades;2.00;0.00;5650.00
Febrero '24;6/2/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Abril '24;13/4/2024;Portasobres;Unidades;1.00;0.00;2825.00
Enero '24;16/1/2024;Portasobres;Unidades;2.00;0.00;5650.00
Mayo '24;4/5/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Febrero '24;5/2/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Septiembre '24;5/9/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Febrero '24;6/2/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;6/2/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Abril '24;6/4/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Abril '24;6/4/2024;Portasobres;Unidades;4.00;0.00;11300.00
Abril '24;6/4/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Marzo '24;8/3/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Marzo '24;8/3/2024;Portasobres;Unidades;3.00;0.00;8475.00
Febrero '24;18/2/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;4/7/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Marzo '24;8/3/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Mayo '24;8/5/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Mayo '24;8/5/2024;Portasobres;Unidades;2.00;0.00;5650.00
Mayo '24;8/5/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Junio '24;8/6/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Junio '24;8/6/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Enero '24;9/1/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Mayo '24;9/5/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;9/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;9/7/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;10/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Mayo '24;13/5/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Agosto '24;2/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;2/8/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Agosto '24;6/8/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;27/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;6/8/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Agosto '24;11/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;11/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;16/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;23/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;19/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;13/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;10/9/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Julio '24;11/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;11/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;11/9/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;11/9/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Septiembre '24;11/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;17/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;5/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;15/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;13/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;10/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;11/9/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;12/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;28/8/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Agosto '24;22/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Agosto '24;4/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;4/8/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Agosto '24;7/8/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Agosto '24;27/8/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Agosto '24;26/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;16/8/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Agosto '24;2/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;6/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;9/8/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Agosto '24;20/8/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Agosto '24;20/8/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Agosto '24;16/8/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Agosto '24;14/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;17/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;16/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;14/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;14/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;1/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;7/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;11/8/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;11/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;12/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;28/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;22/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;27/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;26/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;16/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;2/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;7/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;9/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;14/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;26/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;24/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;16/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;15/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;2/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;22/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;21/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;18/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;17/9/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Septiembre '24;16/9/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Septiembre '24;14/9/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Septiembre '24;14/9/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Septiembre '24;1/9/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Julio '24;2/7/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Julio '24;6/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;19/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;15/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;7/8/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Junio '24;8/6/2024;Portasobres;Unidades;2.00;0.00;5650.00
Mayo '24;9/5/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;9/5/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Julio '24;9/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;9/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;9/7/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Agosto '24;9/8/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Julio '24;10/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;10/7/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Junio '24;11/6/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;11/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;20/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;15/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Junio '24;11/6/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;13/5/2024;Portasobres;Unidades;3.00;0.00;8475.00
Enero '24;21/1/2024;Portasobres;Unidades;2.00;0.00;5650.00
Enero '24;9/1/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;11/8/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Septiembre '24;11/9/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Septiembre '24;12/9/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Agosto '24;28/8/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Agosto '24;22/8/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Agosto '24;2/8/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Agosto '24;6/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;6/8/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Agosto '24;7/8/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Agosto '24;8/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;8/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;20/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;20/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;16/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Diciembre '24;28/12/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Noviembre '24;26/11/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Noviembre '24;19/11/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Noviembre '24;20/11/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Octubre '24;27/10/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Octubre '24;1/10/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Octubre '24;6/10/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Octubre '24;6/10/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Octubre '24;10/10/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Septiembre '24;11/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;27/9/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Septiembre '24;23/9/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Septiembre '24;19/9/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Septiembre '24;15/9/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Septiembre '24;11/9/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Septiembre '24;25/9/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Septiembre '24;21/9/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Septiembre '24;19/9/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Septiembre '24;17/9/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Septiembre '24;5/9/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Septiembre '24;23/9/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Septiembre '24;15/9/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Septiembre '24;13/9/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Septiembre '24;10/9/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Septiembre '24;11/9/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Agosto '24;27/8/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Agosto '24;26/8/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Agosto '24;16/8/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Agosto '24;8/8/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Agosto '24;20/8/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Agosto '24;20/8/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Agosto '24;16/8/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Agosto '24;14/8/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Agosto '24;11/8/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Agosto '24;16/8/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Julio '24;27/7/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Julio '24;23/7/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Julio '24;23/7/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Julio '24;19/7/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Julio '24;13/7/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Julio '24;6/7/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Julio '24;11/7/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Julio '24;11/7/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Julio '24;26/7/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Julio '24;24/7/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Julio '24;16/7/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Julio '24;15/7/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Julio '24;22/7/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Julio '24;21/7/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Julio '24;19/7/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Julio '24;18/7/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Julio '24;15/7/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Julio '24;11/7/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Julio '24;20/7/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Julio '24;15/7/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Julio '24;9/7/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Junio '24;11/6/2024;Te Green Hills;Sobres;3.00;0.00;9000.00
Mayo '24;13/5/2024;Te Green Hills;Sobres;4.00;0.00;12000.00
Abril '24;13/4/2024;Te Green Hills;Sobres;5.00;0.00;15000.00
Febrero '24;18/2/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Enero '24;21/1/2024;Te Green Hills;Sobres;2.00;0.00;6000.00
Enero '24;9/1/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
Enero '24;16/1/2024;Te Green Hills;Sobres;1.00;0.00;3000.00
RESUMEN;;;;;;
Total Kilos Facturados;0.00;;;;;
Total Kilos Bonificados;291.00;;;;;
Total Kilos c/Cargo;291.00;;;;;
Facturación Total;0.00;;;;;
