INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Septiembre '24;26/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;26/9/2024;Cafe Mezcla;Kilo;0;5;0.00
Septiembre '24;18/9/2024;Portasobres;Unidades;1;0;2825.00
Septiembre '24;18/9/2024;Cafe Mezcla;Kilo;0;1;0.00
Septiembre '24;18/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;3/9/2024;Cafe Mezcla;Kilo;0;3;0.00
Septiembre '24;3/9/2024;Cafe Mezcla;Kilo;0;1;0.00
Septiembre '24;3/9/2024;Mate Natura;Sobres;1;0;3390.00
Septiembre '24;3/9/2024;Mate Natura;Sobres;3;0;10170.00
Septiembre '24;3/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;3/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;10/9/2024;Mate Natura;Sobres;1;0;3390.00
Septiembre '24;25/9/2024;Mate Natura;Sobres;1;0;3390.00
Septiembre '24;25/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;25/9/2024;Cafe Mezcla;Kilo;0;4;0.00
Septiembre '24;24/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;24/9/2024;Cafe Mezcla;Kilo;0;4;0.00
Septiembre '24;24/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;23/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;23/9/2024;Mate Natura;Sobres;3;0;10170.00
Septiembre '24;23/9/2024;Cafe Mezcla;Kilo;0;5;0.00
Septiembre '24;23/9/2024;Cafe Mezcla;Kilo;0;5;0.00
Septiembre '24;23/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;23/9/2024;Mate Natura;Sobres;2;0;6780.00
Septiembre '24;21/9/2024;Cafe Mezcla;Kilo;0;2;0.00
Septiembre '24;21/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;21/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;7/9/2024;Cafe Mezcla;Kilo;0;1;0.00
Septiembre '24;7/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;7/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;10/9/2024;Cafe Mezcla;Kilo;0;3;0.00
Septiembre '24;10/9/2024;Portasobres;Unidades;1;0;2825.00
Septiembre '24;11/9/2024;Cafe Mezcla;Kilo;0;4;0.00
Septiembre '24;11/9/2024;Mate Natura;Sobres;2;0;6780.00
Septiembre '24;11/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;21/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;21/9/2024;Cafe Mezcla;Kilo;0;3;0.00
Septiembre '24;21/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;20/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;20/9/2024;Cafe Mezcla;Kilo;0;2;0.00
Septiembre '24;20/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;18/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;18/9/2024;Mate Natura;Sobres;3;0;10170.00
Septiembre '24;18/9/2024;Cafe Mezcla;Kilo;0;2;0.00
Septiembre '24;17/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;17/9/2024;Cafe Mezcla;Kilo;0;4;0.00
Septiembre '24;17/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;13/9/2024;Cafe Mezcla;Kilo;0;4;0.00
Septiembre '24;13/9/2024;Mate Natura;Sobres;2;0;6780.00
Septiembre '24;13/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;13/9/2024;Cafe Mezcla;Kilo;0;1;0.00
Septiembre '24;13/9/2024;Mate Natura;Sobres;5;0;16950.00
Septiembre '24;13/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;3/9/2024;Cafe Mezcla;Kilo;0;3;0.00
Septiembre '24;3/9/2024;Mate Natura;Sobres;2;0;6780.00
Septiembre '24;3/9/2024;Portasobres;Unidades;1;0;2825.00
Septiembre '24;21/9/2024;Mate Natura;Sobres;1;0;3390.00
Septiembre '24;21/9/2024;Cafe Mezcla;Kilo;0;5;0.00
Septiembre '24;21/9/2024;Portasobres;Unidades;2;0;5650.00
Septiembre '24;19/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;19/9/2024;Mate Natura;Sobres;4;0;13560.00
Septiembre '24;19/9/2024;Cafe Mezcla;Kilo;0;1;0.00
Septiembre '24;19/9/2024;Cafe Mezcla;Kilo;0;4;0.00
Septiembre '24;19/9/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;19/9/2024;Mate Natura;Sobres;3;0;10170.00
Septiembre '24;17/9/2024;Cafe Mezcla;Kilo;0;2;0.00
Septiembre '24;17/9/2024;Portasobres;Unidades;3;0;8475.00
Septiembre '24;17/9/2024;Mate Natura;Sobres;3;0;10170.00
Septiembre '24;9/9/2024;Cafe Mezcla;Kilo;0;2;0.00
Septiembre '24;9/9/2024;Cafe Mezcla;Kilo;0;5;0.00
Septiembre '24;9/9/2024;Mate Natura;Sobres;4;0;13560.00
Septiembre '24;9/9/2024;Mate Natura;Sobres;4;0;13560.00
Septiembre '24;9/9/2024;Portasobres;Unidades;5;0;14125.00
Septiembre '24;9/9/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;26/8/2024;Cafe Mezcla;Kilo;0;4;0.00
Agosto '24;26/8/2024;Mate Natura;Sobres;5;0;16950.00
Agosto '24;26/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;25/8/2024;Mate Natura;Sobres;3;0;10170.00
Agosto '24;25/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;25/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;16/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;16/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;16/8/2024;Mate Natura;Sobres;1;0;3390.00
Agosto '24;14/8/2024;Mate Natura;Sobres;5;0;16950.00
Agosto '24;14/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;14/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;9/8/2024;Cafe Mezcla;Kilo;0;3;0.00
Agosto '24;9/8/2024;Mate Natura;Sobres;4;0;13560.00
Agosto '24;9/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;11/8/2024;Cafe Mezcla;Kilo;0;3;0.00
Agosto '24;11/8/2024;Mate Natura;Sobres;2;0;6780.00
Agosto '24;11/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;26/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;26/8/2024;Mate Natura;Sobres;2;0;6780.00
Agosto '24;26/8/2024;Cafe Mezcla;Kilo;0;4;0.00
Agosto '24;23/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;23/8/2024;Mate Natura;Sobres;5;0;16950.00
Agosto '24;23/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;22/8/2024;Mate Natura;Sobres;2;0;6780.00
Agosto '24;22/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;22/8/2024;Cafe Mezcla;Kilo;0;2;0.00
Agosto '24;20/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;20/8/2024;Mate Natura;Sobres;4;0;13560.00
Agosto '24;20/8/2024;Cafe Mezcla;Kilo;0;4;0.00
Agosto '24;8/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;8/8/2024;Mate Natura;Sobres;4;0;13560.00
Agosto '24;8/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;10/8/2024;Cafe Mezcla;Kilo;0;4;0.00
Agosto '24;10/8/2024;Mate Natura;Sobres;3;0;10170.00
Agosto '24;10/8/2024;Portasobres;Unidades;5;0;14125.00
Agosto '24;11/8/2024;Cafe Mezcla;Kilo;0;1;0.00
Agosto '24;11/8/2024;Mate Natura;Sobres;2;0;6780.00
Agosto '24;11/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;22/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;22/8/2024;Cafe Mezcla;Kilo;0;4;0.00
Agosto '24;22/8/2024;Mate Natura;Sobres;5;0;16950.00
Agosto '24;22/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;22/8/2024;Cafe Mezcla;Kilo;0;3;0.00
Agosto '24;22/8/2024;Mate Natura;Sobres;1;0;3390.00
Agosto '24;20/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;20/8/2024;Mate Natura;Sobres;3;0;10170.00
Agosto '24;20/8/2024;Cafe Mezcla;Kilo;0;3;0.00
Agosto '24;20/8/2024;Portasobres;Unidades;2;0;5650.00
Agosto '24;20/8/2024;Mate Natura;Sobres;1;0;3390.00
Agosto '24;20/8/2024;Cafe Mezcla;Kilo;0;2;0.00
Agosto '24;14/8/2024;Mate Natura;Sobres;5;0;16950.00
Agosto '24;14/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;14/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;12/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;12/8/2024;Mate Natura;Sobres;4;0;13560.00
Agosto '24;12/8/2024;Portasobres;Unidades;1;0;2825.00
Agosto '24;21/8/2024;Mate Natura;Sobres;2;0;6780.00
Agosto '24;21/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;21/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;14/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;14/8/2024;Cafe Mezcla;Kilo;0;2;0.00
Agosto '24;14/8/2024;Mate Natura;Sobres;3;0;10170.00
Agosto '24;14/8/2024;Mate Natura;Sobres;5;0;16950.00
Agosto '24;14/8/2024;Cafe Mezcla;Kilo;0;3;0.00
Agosto '24;14/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;1/8/2024;Cafe Mezcla;Kilo;0;5;0.00
Agosto '24;1/8/2024;Mate Natura;Sobres;2;0;6780.00
Agosto '24;1/8/2024;Portasobres;Unidades;3;0;8475.00
Agosto '24;6/8/2024;Cafe Mezcla;Kilo;0;2;0.00
Agosto '24;6/8/2024;Mate Natura;Sobres;2;0;6780.00
Agosto '24;6/8/2024;Portasobres;Unidades;4;0;11300.00
Agosto '24;8/8/2024;Cafe Mezcla;Kilo;0;3;0.00
Agosto '24;8/8/2024;Mate Natura;Sobres;3;0;10170.00
Agosto '24;8/8/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;27/7/2024;Cafe Mezcla;Kilo;0;2;0.00
Julio '24;27/7/2024;Mate Natura;Sobres;1;0;3390.00
Julio '24;27/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;23/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;23/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;23/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;22/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;22/7/2024;Mate Natura;Sobres;5;0;16950.00
Julio '24;22/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;14/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;14/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;14/7/2024;Mate Natura;Sobres;5;0;16950.00
Julio '24;4/7/2024;Cafe Mezcla;Kilo;0;1;0.00
Julio '24;4/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;4/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;5/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;5/7/2024;Mate Natura;Sobres;5;0;16950.00
Julio '24;25/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;25/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;25/7/2024;Cafe Mezcla;Kilo;0;1;0.00
Julio '24;20/7/2024;Mate Natura;Sobres;3;0;10170.00
Julio '24;20/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;20/7/2024;Cafe Mezcla;Kilo;0;1;0.00
Julio '24;14/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;14/7/2024;Portasobres;Unidades;2;0;5650.00
Julio '24;14/7/2024;Cafe Mezcla;Kilo;0;3;0.00
Julio '24;2/7/2024;Cafe Mezcla;Kilo;0;4;0.00
Julio '24;2/7/2024;Cafe Mezcla;Kilo;0;3;0.00
Julio '24;2/7/2024;Mate Natura;Sobres;5;0;16950.00
Julio '24;2/7/2024;Mate Natura;Sobres;2;0;6780.00
Julio '24;2/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;2/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;3/7/2024;Cafe Mezcla;Kilo;0;1;0.00
Julio '24;3/7/2024;Mate Natura;Sobres;2;0;6780.00
Julio '24;3/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;4/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;4/7/2024;Mate Natura;Sobres;3;0;10170.00
Julio '24;4/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;5/7/2024;Cafe Mezcla;Kilo;0;4;0.00
Julio '24;5/7/2024;Mate Natura;Sobres;5;0;16950.00
Julio '24;5/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;5/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;8/7/2024;Cafe Mezcla;Kilo;0;2;0.00
Julio '24;8/7/2024;Cafe Mezcla;Kilo;0;4;0.00
Julio '24;8/7/2024;Mate Natura;Sobres;1;0;3390.00
Julio '24;8/7/2024;Mate Natura;Sobres;2;0;6780.00
Julio '24;8/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;24/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;24/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;24/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;22/7/2024;Cafe Mezcla;Kilo;0;2;0.00
Julio '24;22/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;22/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;8/7/2024;Portasobres;Unidades;1;0;2825.00
Julio '24;24/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;24/7/2024;Mate Natura;Sobres;5;0;16950.00
Julio '24;24/7/2024;Cafe Mezcla;Kilo;0;4;0.00
Julio '24;1/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;1/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;1/7/2024;Portasobres;Unidades;4;0;11300.00
Junio '24;3/6/2024;Cafe Mezcla;Kilo;0;1;0.00
Junio '24;3/6/2024;Mate Natura;Sobres;5;0;16950.00
Junio '24;3/6/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;5/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;5/7/2024;Cafe Mezcla;Kilo;0;5;0.00
Julio '24;5/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;5/7/2024;Mate Natura;Sobres;4;0;13560.00
Julio '24;5/7/2024;Portasobres;Unidades;4;0;11300.00
Julio '24;5/7/2024;Portasobres;Unidades;5;0;14125.00
Julio '24;6/7/2024;Cafe Mezcla;Kilo;0;2;0.00
Julio '24;6/7/2024;Cafe Mezcla;Kilo;0;2;0.00
Julio '24;6/7/2024;Mate Natura;Sobres;3;0;10170.00
Julio '24;6/7/2024;Mate Natura;Sobres;3;0;10170.00
Julio '24;6/7/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;6/7/2024;Portasobres;Unidades;2;0;5650.00
Junio '24;9/6/2024;Cafe Mezcla;Kilo;0;4;0.00
Junio '24;9/6/2024;Mate Natura;Sobres;2;0;6780.00
Junio '24;9/6/2024;Portasobres;Unidades;3;0;8475.00
Julio '24;12/7/2024;Cafe Mezcla;Kilo;0;3;0.00
Julio '24;12/7/2024;Mate Natura;Sobres;1;0;3390.00
Julio '24;12/7/2024;Portasobres;Unidades;2;0;5650.00
Mayo '24;26/5/2024;Cafe Mezcla;Kilo;0;1;0.00
Mayo '24;26/5/2024;Mate Natura;Sobres;3;0;10170.00
Mayo '24;26/5/2024;Portasobres;Unidades;5;0;14125.00
Mayo '24;26/5/2024;Mate Natura;Sobres;4;0;13560.00
Mayo '24;26/5/2024;Cafe Mezcla;Kilo;0;5;0.00
Mayo '24;26/5/2024;Portasobres;Unidades;5;0;14125.00
Mayo '24;17/5/2024;Portasobres;Unidades;1;0;2825.00
Mayo '24;17/5/2024;Mate Natura;Sobres;2;0;6780.00
Mayo '24;17/5/2024;Cafe Mezcla;Kilo;0;5;0.00
Mayo '24;14/5/2024;Mate Natura;Sobres;2;0;6780.00
Mayo '24;14/5/2024;Cafe Mezcla;Kilo;0;2;0.00
Mayo '24;14/5/2024;Portasobres;Unidades;4;0;11300.00
Abril '24;26/4/2024;Mate Natura;Sobres;4;0;13560.00
Abril '24;26/4/2024;Cafe Mezcla;Kilo;0;4;0.00
Abril '24;26/4/2024;Portasobres;Unidades;2;0;5650.00
Abril '24;19/4/2024;Portasobres;Unidades;2;0;5650.00
Abril '24;19/4/2024;Mate Natura;Sobres;1;0;3390.00
Abril '24;19/4/2024;Cafe Mezcla;Kilo;0;4;0.00
Marzo '24;28/3/2024;Mate Natura;Sobres;2;0;6780.00
Marzo '24;28/3/2024;Cafe Mezcla;Kilo;0;4;0.00
Marzo '24;28/3/2024;Portasobres;Unidades;5;0;14125.00
Febrero '24;19/2/2024;Portasobres;Unidades;2;0;5650.00
Febrero '24;19/2/2024;Mate Natura;Sobres;3;0;10170.00
Febrero '24;19/2/2024;Cafe Mezcla;Kilo;0;2;0.00
Febrero '24;6/2/2024;Cafe Mezcla;Kilo;0;4;0.00
Febrero '24;6/2/2024;Mate Natura;Sobres;3;0;10170.00
Febrero '24;6/2/2024;Portasobres;Unidades;2;0;5650.00
Febrero '24;17/2/2024;Cafe Mezcla;Kilo;0;3;0.00
Febrero '24;17/2/2024;Mate Natura;Sobres;4;0;13560.00
Febrero '24;17/2/2024;Portasobres;Unidades;5;0;14125.00
Febrero '24;17/2/2024;Mate Natura;Sobres;1;0;3390.00
Febrero '24;17/2/2024;Cafe Mezcla;Kilo;0;4;0.00
Febrero '24;17/2/2024;Portasobres;Unidades;1;0;2825.00
Febrero '24;8/2/2024;Cafe Mezcla;Kilo;0;4;0.00
Febrero '24;8/2/2024;Mate Natura;Sobres;2;0;6780.00
Febrero '24;8/2/2024;Portasobres;Unidades;1;0;2825.00
Enero '24;23/1/2024;Portasobres;Unidades;5;0;14125.00
Enero '24;23/1/2024;Cafe Mezcla;Kilo;0;2;0.00
Enero '24;23/1/2024;Mate Natura;Sobres;4;0;13560.00
Enero '24;19/1/2024;Portasobres;Unidades;5;0;14125.00
Enero '24;19/1/2024;Cafe Mezcla;Kilo;0;5;0.00
Enero '24;19/1/2024;Mate Natura;Sobres;2;0;6780.00
Enero '24;18/1/2024;Mate Natura;Sobres;5;0;16950.00
Enero '24;18/1/2024;Portasobres;Unidades;5;0;14125.00
Enero '24;18/1/2024;Cafe Mezcla;Kilo;0;3;0.00
;;;;;;
RESUMEN DE KILOS;;;;;;
Total Kilos Facturados;0.00;;;;;
Total Kilos Bonificados;349.00;;;;;
