INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Septiembre '24;17/9/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Septiembre '24;14/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Septiembre '24;13/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;24/9/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Septiembre '24;18/9/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Septiembre '24;18/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;13/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Septiembre '24;3/9/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Octubre '24;8/10/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;9/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;28/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;23/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;22/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;20/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;20/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;19/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;23/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;13/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;2/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;3/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Octubre '24;10/10/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Noviembre '24;10/11/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;11/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;23/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;22/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;14/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;3/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;3/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;24/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;21/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;18/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;17/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;28/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;23/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;20/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;15/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;3/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;26/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;24/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;21/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;21/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;13/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;26/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;20/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;3/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;15/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;1/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;3/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Mayo '24;20/5/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;3/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;3/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;15/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;7/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;9/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Mayo '24;23/5/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Mayo '24;19/5/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Marzo '24;1/3/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;15/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;15/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Marzo '24;1/3/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Abril '24;1/4/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;1/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Mayo '24;23/5/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;1/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;3/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;3/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Junio '24;5/6/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Junio '24;5/6/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Junio '24;5/6/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;6/5/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Mayo '24;6/5/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Mayo '24;6/5/2024;Portasobres;Unidades;1.00;0.00;2825.00
Junio '24;6/6/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Junio '24;6/6/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Junio '24;6/6/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;7/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Abril '24;9/4/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Febrero '24;28/2/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Febrero '24;21/2/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Febrero '24;19/2/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;9/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Mayo '24;19/5/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Abril '24;1/4/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Enero '24;2/1/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Febrero '24;3/2/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Enero '24;27/1/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Enero '24;2/1/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;3/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;6/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;22/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Octubre '24;18/10/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Octubre '24;14/10/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;26/9/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Septiembre '24;5/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;5/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;26/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;23/9/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Septiembre '24;20/9/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Septiembre '24;17/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;14/9/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;13/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;24/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;18/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Septiembre '24;18/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Septiembre '24;13/9/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Septiembre '24;3/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Septiembre '24;9/9/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;28/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;23/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;22/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;20/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;20/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;19/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;27/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;23/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;13/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;2/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;3/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;3/8/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Agosto '24;3/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;24/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;18/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;28/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;23/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;20/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Julio '24;15/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;3/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;3/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;9/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;9/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;27/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Agosto '24;21/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;17/8/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;26/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;24/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;21/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;26/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;22/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;3/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;7/7/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Julio '24;7/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;8/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;8/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;8/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;21/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;13/7/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Julio '24;6/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Enero '24;9/1/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;20/7/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Abril '24;9/4/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Febrero '24;28/2/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Febrero '24;21/2/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;9/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;11/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;12/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;27/8/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Agosto '24;23/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;22/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Agosto '24;14/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Julio '24;12/7/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Mayo '24;20/5/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Julio '24;15/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;15/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;12/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Mayo '24;23/5/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;19/5/2024;Portasobres;Unidades;4.00;0.00;11300.00
Marzo '24;1/3/2024;Portasobres;Unidades;5.00;0.00;14125.00
Abril '24;1/4/2024;Portasobres;Unidades;3.00;0.00;8475.00
Enero '24;2/1/2024;Portasobres;Unidades;5.00;0.00;14125.00
Febrero '24;3/2/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Febrero '24;3/2/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;8/7/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Enero '24;9/1/2024;Mate Natura;Sobres;2.00;0.00;6780.00
Enero '24;9/1/2024;Portasobres;Unidades;4.00;0.00;11300.00
Abril '24;9/4/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;9/8/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Agosto '24;9/8/2024;Mate Natura;Sobres;4.00;0.00;13560.00
Febrero '24;11/2/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Febrero '24;11/2/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Febrero '24;19/2/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Enero '24;27/1/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Diciembre '24;20/12/2024;Portasobres;Unidades;4.00;0.00;11300.00
Noviembre '24;25/11/2024;Portasobres;Unidades;2.00;0.00;5650.00
Noviembre '24;1/11/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;5/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;5/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;9/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Septiembre '24;9/9/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Octubre '24;10/10/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Septiembre '24;11/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;26/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;24/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;26/9/2024;Mate Natura;Sobres;5.00;0.00;16950.00
Septiembre '24;19/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Noviembre '24;10/11/2024;Portasobres;Unidades;1.00;0.00;2825.00
Octubre '24;18/10/2024;Portasobres;Unidades;1.00;0.00;2825.00
Octubre '24;14/10/2024;Portasobres;Unidades;5.00;0.00;14125.00
Octubre '24;8/10/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;9/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;9/9/2024;Mate Natura;Sobres;3.00;0.00;10170.00
Octubre '24;10/10/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;26/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;26/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;24/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;9/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;11/9/2024;Mate Natura;Sobres;1.00;0.00;3390.00
Septiembre '24;26/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;19/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;9/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;11/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;26/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;23/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;20/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;17/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;14/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;13/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;24/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;18/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;18/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;13/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;3/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;9/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;28/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;23/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;22/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;20/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;20/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;19/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;27/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;23/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;13/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;2/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;3/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;11/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;27/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;23/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;22/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;14/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;9/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;27/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;24/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;21/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;18/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;17/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;9/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;28/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;23/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;20/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;15/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;8/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;26/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;24/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;21/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;21/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;13/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;6/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;26/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;22/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;20/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;8/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Mayo '24;20/5/2024;Portasobres;Unidades;3.00;0.00;8475.00
Febrero '24;28/2/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;11/2/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;21/2/2024;Portasobres;Unidades;2.00;0.00;5650.00
Febrero '24;19/2/2024;Portasobres;Unidades;5.00;0.00;14125.00
Enero '24;27/1/2024;Portasobres;Unidades;3.00;0.00;8475.00
RESUMEN;;;;;;
Total Kilos Facturados;0.00;;;;;
Total Kilos Bonificados;0.00;;;;;
Total Kilos c/Cargo;0.00;;;;;
Facturación Total;8825300.00;;;;;
