INFORME DE VENTAS TOTALES;Período: 1/9/2024 - 31/12/2024;;;;;
Septiembre '24;07-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;02-09-2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;02-09-2024;Cafe Mezcla;Kilo;0.00;3.00;0.00
Septiembre '24;02-09-2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;02-09-2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;02-09-2024;Cafe Mezcla;Kilo;0.00;2.00;0.00
Septiembre '24;02-09-2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;26-09-2024;Cafe Mezcla;Kilo;0.00;5.00;0.00
Septiembre '24;26-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;26-09-2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;14-09-2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;14-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;14-09-2024;Cafe Mezcla;Kilo;0.00;2.00;0.00
Septiembre '24;12-09-2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;12-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;12-09-2024;Cafe Mezcla;Kilo;0.00;2.00;0.00
Septiembre '24;08-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;08-09-2024;Cafe Mezcla;Kilo;0.00;4.00;0.00
Septiembre '24;08-09-2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;08-09-2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;08-09-2024;Cafe Mezcla;Kilo;0.00;5.00;0.00
Septiembre '24;08-09-2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;02-09-2024;Cafe Mezcla;Kilo;0.00;4.00;0.00
Septiembre '24;02-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;02-09-2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;26-09-2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;26-09-2024;Cafe Mezcla;Kilo;0.00;1.00;0.00
Septiembre '24;26-09-2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;20-09-2024;Cafe Mezcla;Kilo;0.00;4.00;0.00
Septiembre '24;20-09-2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;20-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;14-09-2024;Cafe Santos;Kilo;0.00;3.00;0.00
Septiembre '24;14-09-2024;Cafe Mezcla;Kilo;0.00;3.00;0.00
Septiembre '24;14-09-2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;14-09-2024;Cafe Mezcla;Kilo;0.00;3.00;0.00
Septiembre '24;14-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;14-09-2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;09-09-2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;09-09-2024;Cafe Mezcla;Kilo;0.00;4.00;0.00
Septiembre '24;09-09-2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;08-09-2024;Cafe Mezcla;Kilo;0.00;1.00;0.00
Septiembre '24;08-09-2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;08-09-2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;25-09-2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;25-09-2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;25-09-2024;Cafe Mezcla;Kilo;0.00;5.00;0.00
Septiembre '24;23-09-2024;Cafe Mezcla;Kilo;0.00;5.00;0.00
Septiembre '24;23-09-2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;23-09-2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;11-09-2024;Cafe Santos;Kilo;0.00;3.00;0.00
Septiembre '24;11-09-2024;Cafe Mezcla;Kilo;0.00;3.00;0.00
Septiembre '24;11-09-2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;11-09-2024;Cafe Santos;Kilo;0.00;4.00;0.00
Septiembre '24;11-09-2024;Cafe Mezcla;Kilo;0.00;5.00;0.00
Septiembre '24;11-09-2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;11-09-2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;11-09-2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;11-09-2024;Cafe Mezcla;Kilo;0.00;4.00;0.00
Septiembre '24;07-09-2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;07-09-2024;Cafe Mezcla;Kilo;0.00;1.00;0.00
Septiembre '24;07-09-2024;Portasobres;Unidades;5.00;0.00;14125.00
;;;;;;
RESUMEN;;;;;;
Total Cantidad;317.00;;;;;
Facturación Total;293800.00;;;;;
