INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Agosto '24;14/8/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Agosto '24;27/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;16/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Agosto '24;13/8/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Agosto '24;2/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Octubre '24;28/10/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Octubre '24;16/10/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Octubre '24;19/10/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Octubre '24;18/10/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Octubre '24;16/10/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Septiembre '24;27/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Septiembre '24;13/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;2/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Septiembre '24;3/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;4/8/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Septiembre '24;6/9/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;7/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Agosto '24;7/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;21/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;18/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;23/9/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Septiembre '24;17/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;28/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;7/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;7/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Diciembre '24;25/12/2024;Portasobres;Unidades;5.00;0.00;14125.00
Noviembre '24;21/11/2024;Portasobres;Unidades;1.00;0.00;2825.00
Noviembre '24;1/11/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;3/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;4/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;5/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;7/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;7/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;7/9/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Agosto '24;8/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;26/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Agosto '24;16/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;8/8/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;27/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;25/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;18/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;1/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;6/7/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Julio '24;17/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;3/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;5/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;23/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;21/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;20/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;6/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;6/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;7/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;25/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Abril '24;1/4/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;8/7/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;8/7/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;21/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;19/7/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;18/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Julio '24;13/7/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Mayo '24;1/5/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Junio '24;3/6/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;6/7/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;8/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;8/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;10/7/2024;Cafe Santos;Kilo;0.00;4.00;0.00
Junio '24;25/6/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Mayo '24;16/5/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Marzo '24;28/3/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Febrero '24;26/2/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Febrero '24;23/2/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Febrero '24;18/2/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Febrero '24;16/2/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Febrero '24;14/2/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Enero '24;14/1/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;15/9/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Septiembre '24;4/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Septiembre '24;5/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;6/9/2024;Cafe Santos;Kilo;0.00;5.00;0.00
Septiembre '24;6/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;6/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Noviembre '24;6/11/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;7/9/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Octubre '24;28/10/2024;Portasobres;Unidades;2.00;0.00;5650.00
Octubre '24;16/10/2024;Portasobres;Unidades;4.00;0.00;11300.00
Octubre '24;19/10/2024;Portasobres;Unidades;4.00;0.00;11300.00
Octubre '24;18/10/2024;Portasobres;Unidades;5.00;0.00;14125.00
Octubre '24;16/10/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;27/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;13/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;6/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;7/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;7/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;9/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;9/9/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Septiembre '24;17/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Septiembre '24;9/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;11/9/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Septiembre '24;12/9/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Septiembre '24;25/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Septiembre '24;24/9/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Septiembre '24;20/9/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Septiembre '24;7/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;25/9/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Septiembre '24;17/9/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Septiembre '24;12/9/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Septiembre '24;23/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;18/9/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Septiembre '24;14/9/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Septiembre '24;11/9/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;25/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;16/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;7/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;8/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;26/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;16/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;25/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Julio '24;25/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;17/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;1/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Septiembre '24;25/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;24/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;20/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;15/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;2/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;3/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;4/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Julio '24;27/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;4/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;5/7/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;8/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;21/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;18/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;18/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;23/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;21/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;21/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;19/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;18/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Julio '24;13/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Abril '24;1/4/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Mayo '24;1/5/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Enero '24;4/1/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Julio '24;6/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;6/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;8/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;8/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;10/5/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Mayo '24;10/5/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;10/7/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Junio '24;25/6/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Marzo '24;28/3/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Abril '24;1/4/2024;Portasobres;Unidades;2.00;0.00;5650.00
Junio '24;3/6/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Enero '24;4/1/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Enero '24;4/1/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Enero '24;4/1/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Mayo '24;8/5/2024;Cafe Santos;Kilo;0.00;1.00;0.00
Mayo '24;8/5/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Febrero '24;26/2/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Febrero '24;18/2/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;8/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;26/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;16/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;8/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;27/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;25/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;21/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;18/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;1/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;3/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;5/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;7/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Mayo '24;8/5/2024;Portasobres;Unidades;2.00;0.00;5650.00
Abril '24;9/4/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;9/7/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Julio '24;9/7/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Julio '24;9/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;10/7/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Julio '24;10/7/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Julio '24;20/7/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Mayo '24;16/5/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Abril '24;9/4/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Febrero '24;23/2/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Febrero '24;16/2/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Febrero '24;14/2/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Enero '24;14/1/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;7/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;7/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;8/8/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Agosto '24;17/8/2024;Cafe Santos;Kilo;0.00;2.00;0.00
Agosto '24;16/8/2024;Cafe Santos;Kilo;0.00;3.00;0.00
Agosto '24;15/8/2024;Chocolate MAPSA;Unidades;3.00;0.00;67800.00
Agosto '24;7/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;8/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;23/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;23/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;18/8/2024;Chocolate MAPSA;Unidades;4.00;0.00;90400.00
Agosto '24;17/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;14/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;27/8/2024;Chocolate MAPSA;Unidades;2.00;0.00;45200.00
Agosto '24;16/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Agosto '24;16/8/2024;Chocolate MAPSA;Unidades;1.00;0.00;22600.00
Agosto '24;13/8/2024;Chocolate MAPSA;Unidades;5.00;0.00;113000.00
Septiembre '24;25/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Septiembre '24;23/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;17/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;17/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;11/9/2024;Portasobres;Unidades;4.00;0.00;11300.00
Septiembre '24;12/9/2024;Portasobres;Unidades;5.00;0.00;14125.00
Septiembre '24;23/9/2024;Portasobres;Unidades;2.00;0.00;5650.00
Septiembre '24;18/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;17/9/2024;Portasobres;Unidades;1.00;0.00;2825.00
Septiembre '24;14/9/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;28/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;27/8/2024;Portasobres;Unidades;4.00;0.00;11300.00
Agosto '24;25/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;16/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;15/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;8/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;27/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;23/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;23/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;18/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;17/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;14/8/2024;Portasobres;Unidades;3.00;0.00;8475.00
Agosto '24;27/8/2024;Portasobres;Unidades;1.00;0.00;2825.00
Agosto '24;16/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Agosto '24;16/8/2024;Portasobres;Unidades;2.00;0.00;5650.00
Agosto '24;13/8/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;18/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;25/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;17/7/2024;Portasobres;Unidades;3.00;0.00;8475.00
Julio '24;10/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;23/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;21/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;20/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Julio '24;21/7/2024;Portasobres;Unidades;2.00;0.00;5650.00
Julio '24;19/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;18/7/2024;Portasobres;Unidades;4.00;0.00;11300.00
Julio '24;13/7/2024;Portasobres;Unidades;1.00;0.00;2825.00
Mayo '24;1/5/2024;Portasobres;Unidades;5.00;0.00;14125.00
Julio '24;10/7/2024;Portasobres;Unidades;5.00;0.00;14125.00
Junio '24;25/6/2024;Portasobres;Unidades;4.00;0.00;11300.00
Junio '24;3/6/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;16/5/2024;Portasobres;Unidades;4.00;0.00;11300.00
Enero '24;4/1/2024;Portasobres;Unidades;2.00;0.00;5650.00
Enero '24;4/1/2024;Portasobres;Unidades;1.00;0.00;2825.00
Abril '24;9/4/2024;Portasobres;Unidades;4.00;0.00;11300.00
Mayo '24;10/5/2024;Portasobres;Unidades;1.00;0.00;2825.00
Marzo '24;28/3/2024;Portasobres;Unidades;2.00;0.00;5650.00
Febrero '24;26/2/2024;Portasobres;Unidades;5.00;0.00;14125.00
Febrero '24;23/2/2024;Portasobres;Unidades;5.00;0.00;14125.00
Febrero '24;18/2/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;16/2/2024;Portasobres;Unidades;1.00;0.00;2825.00
Febrero '24;14/2/2024;Portasobres;Unidades;5.00;0.00;14125.00
Enero '24;14/1/2024;Portasobres;Unidades;4.00;0.00;11300.00
RESUMEN;;;;;;
Total Kilos c/Cargo;292.00;;;;;
Facturación Total;0.00;;;;;
